"","M_B_RNA1","M_B_RNA2","N_B_RNA3","M_B_RNA4","N_B_RNA5","M_B_RNA8","M_B_RNA9","N_B_RNA10","N_B_RNA11","M_B_RNA19","M_B_RNA20"
"ENSG00000257378.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000161798.6",23,6,9,3,9,17,0,5,7,1,12
"ENSG00000086159.12",0,0,2,14,0,1,4,1,1,0,0
"ENSG00000161800.12",87,46,69,121,190,183,77,169,301,202,263
"ENSG00000110881.11",59,102,43,91,121,103,66,80,137,68,96
"ENSG00000066117.14",390,505,353,250,813,808,355,785,1058,883,915
"ENSG00000167588.12",2,0,2,0,2,10,1,5,4,2,1
"ENSG00000178449.8",126,152,81,61,317,324,56,353,484,146,197
"ENSG00000272368.2",11,18,21,1,17,17,17,25,20,42,20
"ENSG00000139624.12",219,156,181,189,736,702,255,733,695,523,658
"ENSG00000050405.13",1783,1333,1292,1185,4094,4760,1686,4660,5549,2617,6049
"ENSG00000257298.1",62,19,12,9,44,93,68,110,80,68,186
"ENSG00000257531.2",11,8,8,0,5,3,15,18,15,9,23
"ENSG00000257256.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221604.1",0,1,0,0,0,1,2,7,2,1,2
"ENSG00000212496.1",1,0,0,0,0,1,0,6,1,2,1
"ENSG00000278842.1",0,0,5,0,4,18,24,21,21,24,17
"ENSG00000185958.9",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000244266.1",12,6,7,0,0,0,7,0,1,1,3
"ENSG00000161813.21",645,583,460,419,3232,5154,792,3048,5678,3271,3079
"ENSG00000066084.12",814,738,627,646,2092,2410,772,2088,3083,2954,2563
"ENSG00000207136.1",0,0,1,0,0,4,0,4,6,4,2
"ENSG00000200183.1",0,0,0,0,3,0,1,2,1,5,6
"ENSG00000200428.1",0,0,0,0,2,5,1,4,8,6,2
"ENSG00000271018.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000123268.8",156,176,141,167,612,746,231,510,886,412,673
"ENSG00000271490.1",0,0,0,0,0,0,0,0,0,1,0
"ENSG00000243075.3",0,0,0,0,0,0,0,0,0,0,1
"ENSG00000186452.10",1,0,0,0,0,0,0,0,3,0,1
"ENSG00000271621.1",0,0,0,1,0,1,0,0,1,0,0
"ENSG00000185432.11",1541,1517,838,847,2885,4088,2325,5630,5330,1335,2605
"ENSG00000274156.1",0,1,20,5,6,1,0,4,3,1,4
"ENSG00000199740.1",0,0,0,0,1,4,0,1,0,1,3
"ENSG00000271596.1",0,1,0,0,0,2,1,2,2,3,5
"ENSG00000214511.3",0,0,0,0,1,1,0,5,2,0,1
"ENSG00000274797.1",0,0,0,0,1,0,0,2,0,9,4
"ENSG00000110911.15",1264,766,869,1103,2650,4145,661,2660,4549,1768,3235
"ENSG00000272028.1",0,0,0,0,0,0,0,9,3,0,2
"ENSG00000199903.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000050426.15",362,334,266,349,910,1006,430,1063,1432,1198,1017
"ENSG00000110925.6",317,421,384,267,780,817,266,854,867,620,782
"ENSG00000135457.9",447,372,311,381,1573,1388,328,1150,1672,1475,1324
"ENSG00000244540.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257246.1",17,39,27,2,54,36,36,73,59,81,61
"ENSG00000200953.1",8,0,0,0,35,18,10,19,31,28,20
"ENSG00000199824.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000184271.17",148,127,143,112,248,206,388,256,288,324,226
"ENSG00000278126.1",22,5,18,9,34,42,7,45,68,30,36
"ENSG00000183283.15",1727,1307,992,1552,5126,4966,784,4460,5875,4810,4062
"ENSG00000170545.16",61,39,79,39,148,103,47,177,128,54,215
"ENSG00000110934.10",36,40,97,26,89,59,44,35,61,17,183
"ENSG00000139610.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000139629.15",69,104,51,124,104,73,43,115,92,23,218
"ENSG00000050438.16",19,41,66,11,88,20,57,95,25,8,192
"ENSG00000271065.1",0,0,0,0,0,0,0,0,0,0,2
"ENSG00000196876.15",241,298,153,124,152,158,41,239,143,348,733
"ENSG00000257851.2",0,0,0,0,0,2,0,0,1,0,0
"ENSG00000260122.1",0,0,0,0,0,0,0,1,0,0,3
"ENSG00000284730.1",1,0,0,0,1,8,0,0,3,0,3
"ENSG00000260473.2",1,0,0,0,0,4,0,4,0,2,22
"ENSG00000261308.2",17,7,4,0,10,0,0,7,14,1,13
"ENSG00000261586.2",0,0,0,0,0,0,0,0,0,1,3
"ENSG00000259887.1",0,0,0,0,1,0,0,0,2,0,0
"ENSG00000167612.12",0,0,0,0,0,0,0,0,1,0,0
"ENSG00000258021.1",1,3,0,0,2,1,0,1,0,1,1
"ENSG00000139567.12",57,128,158,71,201,64,122,80,86,21,151
"ENSG00000135503.12",676,547,560,517,1128,1855,319,1404,2067,1205,1304
"ENSG00000206992.1",0,7,0,0,0,15,0,4,4,6,6
"ENSG00000161835.10",117,162,111,57,205,274,123,188,288,49,181
"ENSG00000123358.19",1333,4309,2469,1551,5042,4141,3937,7896,2801,849,6338
"ENSG00000259884.1",0,0,0,0,0,1,0,1,0,0,0
"ENSG00000123395.14",265,173,179,292,600,656,172,604,840,380,420
"ENSG00000257663.1",3,24,6,0,2,4,10,2,1,7,1
"ENSG00000284791.1",0,0,0,0,4,4,6,0,7,0,1
"ENSG00000257542.5",3,0,18,0,3,16,116,16,13,4,5
"ENSG00000257989.1",31,83,100,32,117,172,219,151,277,262,58
"ENSG00000258279.3",2,4,0,0,0,0,0,6,0,0,0
"ENSG00000167767.13",34,110,76,7,6,49,121,48,25,12,102
"ENSG00000257137.6",0,0,0,0,0,0,4,0,0,0,0
"ENSG00000257649.1",0,0,0,0,0,0,0,0,0,0,1
"ENSG00000135480.15",343,252,468,709,766,1105,544,1282,727,90,1940
"ENSG00000257671.1",9,23,19,0,0,0,3,5,0,0,4
"ENSG00000170442.11",10,12,12,29,2,2,9,8,0,0,15
"ENSG00000135477.11",7,14,0,0,0,1,0,0,3,0,3
"ENSG00000284883.1",0,14,0,0,2,4,10,1,1,0,3
"ENSG00000257830.1",0,0,0,0,0,0,0,2,3,0,0
"ENSG00000285102.1",0,1,0,0,1,0,2,0,0,1,0
"ENSG00000205426.10",3,18,45,0,2,0,9,1,0,1,0
"ENSG00000257829.1",10,0,5,3,1,19,7,1,10,0,9
"ENSG00000170523.3",0,0,0,0,0,0,0,0,1,0,2
"ENSG00000274928.6",5,0,0,0,0,1,13,0,1,0,18
"ENSG00000135443.8",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000161849.3",0,0,0,0,0,0,0,1,0,0,66
"ENSG00000258253.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000161850.2",0,0,0,0,0,3,0,0,0,0,0
"ENSG00000257500.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257844.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000170454.5",0,1,8,0,3,0,0,3,0,0,5
"ENSG00000185479.5",3,3,40,0,1,2,1,15,5,0,14
"ENSG00000170465.9",1,1,0,0,0,0,0,0,0,0,2
"ENSG00000205420.10",61,48,82,8,22,72,6,26,149,0,300
"ENSG00000186081.11",3355,5392,4752,1940,6842,7066,732,6914,6807,177,11884
"ENSG00000139648.6",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000170484.9",2,10,0,0,0,5,0,2,0,0,2
"ENSG00000170486.10",0,0,0,0,0,3,1,0,1,5,1
"ENSG00000257495.5",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000186049.8",0,0,0,0,0,0,3,0,2,7,0
"ENSG00000258120.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000172867.3",0,0,0,0,0,11,4,2,12,5,15
"ENSG00000167768.4",0,0,0,0,3,0,0,3,11,0,17
"ENSG00000189182.9",0,0,0,0,0,0,0,0,0,0,2
"ENSG00000257700.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257402.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258036.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257616.1",1,0,0,0,0,0,0,1,0,0,0
"ENSG00000257343.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257675.1",1,0,0,1,0,0,0,0,0,0,1
"ENSG00000257125.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258071.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000185069.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257404.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000186442.7",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000170477.12",108,77,93,14,259,465,111,545,611,4,1149
"ENSG00000185640.5",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257389.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000170423.12",0,0,0,0,0,0,0,0,0,0,1
"ENSG00000241146.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000170421.12",3723,3339,1913,3540,14098,12302,2746,9530,17784,8338,6486
"ENSG00000111057.10",2783,2232,1407,2175,9629,10944,2533,7938,15995,10070,4821
"ENSG00000063046.17",5750,4595,3781,5042,15426,15577,4992,16149,22524,18167,16290
"ENSG00000257475.2",6,2,0,0,8,7,16,12,7,43,13
"ENSG00000257337.6",150,144,88,150,311,483,372,381,657,355,346
"ENSG00000111077.17",428,673,534,304,968,1136,1114,674,768,341,724
"ENSG00000278108.1",0,0,0,0,1,0,7,0,0,0,0
"ENSG00000167778.8",466,558,516,526,1541,1422,373,1501,1797,596,936
"ENSG00000167779.8",38,15,57,74,217,127,129,41,84,9,34
"ENSG00000167780.11",5,0,0,0,0,0,0,2,0,2,3
"ENSG00000258074.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238669.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258016.1",1,1,0,0,0,0,0,0,0,0,0
"ENSG00000257790.1",1,2,0,0,1,0,0,0,1,2,1
"ENSG00000139631.18",347,619,269,234,854,672,1091,1213,942,837,860
"ENSG00000257808.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000139651.10",374,384,270,274,1062,922,348,1182,1247,836,1100
"ENSG00000139626.15",28,24,100,89,63,44,23,52,48,6,106
"ENSG00000172819.16",199,159,145,174,468,243,152,463,244,25,599
"ENSG00000283536.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182544.8",233,127,118,65,502,463,88,374,649,399,323
"ENSG00000135476.11",9,11,35,23,19,25,69,15,26,27,53
"ENSG00000123349.13",1672,1454,1308,1364,4156,4075,1192,4281,5557,2324,4120
"ENSG00000257605.2",0,0,0,0,0,1,1,0,2,0,0
"ENSG00000139637.13",207,243,133,179,386,400,182,384,524,337,283
"ENSG00000094914.12",334,297,174,146,591,756,234,648,882,514,508
"ENSG00000170374.5",0,0,0,0,0,0,0,0,4,0,0
"ENSG00000185591.9",2157,2012,1557,1653,4988,5636,1527,4584,6410,4310,5516
"ENSG00000135409.10",0,0,1,0,0,2,1,1,0,1,1
"ENSG00000205352.10",180,152,209,157,643,547,128,604,733,391,345
"ENSG00000257379.1",0,0,0,0,0,0,0,0,0,0,2
"ENSG00000197111.15",868,801,979,605,2838,2880,921,2747,3423,3504,2964
"ENSG00000282977.1",2,18,3,21,11,14,17,15,10,28,12
"ENSG00000273658.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000139625.12",50,124,132,84,121,52,111,103,44,41,101
"ENSG00000270175.1",11,4,13,14,27,27,11,18,30,22,16
"ENSG00000139546.10",78,167,92,71,255,191,130,176,261,233,147
"ENSG00000267281.2",4,15,4,9,1,3,13,6,2,18,2
"ENSG00000139574.8",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000170653.18",383,427,415,236,1044,1185,310,780,1352,1144,1168
"ENSG00000257550.1",33,8,0,0,30,65,22,14,75,317,20
"ENSG00000285692.1",0,0,0,0,0,1,2,0,0,5,0
"ENSG00000275488.1",0,0,0,0,0,0,0,0,0,1,0
"ENSG00000135390.18",1213,984,817,825,2120,2497,760,2623,3473,2629,1915
"ENSG00000213470.4",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000012822.15",962,1052,826,787,2024,1573,2546,1989,2387,1376,1840
"ENSG00000260492.2",0,0,0,0,0,0,0,0,0,0,1
"ENSG00000260030.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253053.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000249641.2",0,0,0,0,2,0,1,0,0,1,0
"ENSG00000123364.4",0,0,0,0,0,0,2,0,0,2,1
"ENSG00000123407.3",0,0,0,0,0,0,8,0,0,1,0
"ENSG00000228630.5",0,0,0,0,2,0,3,7,0,1,0
"ENSG00000275589.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277994.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000274817.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277129.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000123388.4",0,0,0,0,0,0,3,1,0,0,0
"ENSG00000251151.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000180818.4",0,0,0,0,0,4,0,0,0,0,0
"ENSG00000273049.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197757.7",2,0,0,0,1,15,72,1,43,175,1
"ENSG00000207924.3",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000250133.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000180806.4",0,0,0,0,0,0,7,0,0,0,0
"ENSG00000250451.5",0,0,0,0,0,0,7,0,0,0,0
"ENSG00000037965.5",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198353.7",0,15,0,0,1,23,53,2,44,177,2
"ENSG00000273046.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260597.1",0,0,0,0,0,6,40,0,1,99,0
"ENSG00000172789.3",0,0,0,0,0,0,0,0,0,3,0
"ENSG00000207571.1",0,0,0,0,0,0,1,0,0,0,0
"ENSG00000248265.1",0,0,0,0,0,0,0,0,0,5,0
"ENSG00000250654.7",0,6,0,0,0,0,1,0,0,0,6
"ENSG00000249388.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000250432.5",0,5,0,0,0,0,0,0,0,0,1
"ENSG00000202146.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000123415.15",221,170,138,91,422,570,207,384,806,535,374
"ENSG00000250742.2",2,0,16,11,11,22,11,4,43,48,3
"ENSG00000283073.1",0,0,8,0,0,0,0,0,0,0,0
"ENSG00000260470.1",0,0,0,0,0,0,11,2,8,10,8
"ENSG00000257534.1",0,0,0,0,11,3,7,3,5,8,8
"ENSG00000248576.1",0,0,0,0,1,0,0,2,0,0,0
"ENSG00000094916.15",2280,1691,1384,1773,7794,8050,1091,6080,9462,5348,7490
"ENSG00000283803.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000241785.3",1,0,4,0,2,0,1,1,5,3,3
"ENSG00000257596.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258344.1",0,0,0,0,0,0,3,1,2,0,1
"ENSG00000135486.17",3198,3290,2413,2560,6481,7643,2809,7266,8992,9804,7960
"ENSG00000123405.13",7,0,4,0,1,1,2,4,0,0,4
"ENSG00000111481.9",921,724,501,748,2006,3250,415,2450,3947,2779,2093
"ENSG00000207381.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199122.3",0,0,0,0,0,1,0,11,0,7,6
"ENSG00000264028.2",0,12,4,3,2,6,3,0,0,3,0
"ENSG00000258137.5",4,0,0,44,32,1,2,11,0,2,3
"ENSG00000258086.1",0,0,9,0,2,2,0,4,0,3,2
"ENSG00000139572.3",7,0,0,0,7,0,0,5,3,4,4
"ENSG00000161642.17",155,289,166,144,403,301,115,433,336,766,322
"ENSG00000161638.10",468,592,1389,1543,3877,676,993,1319,1121,957,1041
"ENSG00000257477.1",0,0,0,0,0,0,0,0,0,0,4
"ENSG00000170627.10",0,0,0,0,2,3,0,5,3,1,0
"ENSG00000123338.12",154,189,270,200,443,202,209,284,198,70,498
"ENSG00000257824.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000123360.11",3,2,2,6,37,14,19,12,11,4,26
"ENSG00000135447.16",20,14,13,26,90,4,3,16,8,3,9
"ENSG00000257780.5",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000135413.8",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000161634.11",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257634.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270858.1",1,0,0,0,0,0,0,0,0,0,0
"ENSG00000172551.10",2,2,0,0,11,26,0,0,23,6,6
"ENSG00000135426.15",6,20,41,20,23,40,14,18,29,6,34
"ENSG00000257870.1",0,0,0,0,0,6,0,0,0,0,0
"ENSG00000123307.3",0,0,0,0,0,4,0,0,2,0,0
"ENSG00000196534.5",0,0,0,18,0,1,0,0,0,1,0
"ENSG00000257350.1",1,0,0,0,0,0,0,1,0,0,1
"ENSG00000170605.6",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224622.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227423.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179919.3",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197706.3",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213451.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205331.5",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000188324.4",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230307.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205330.4",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205329.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257757.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000187857.4",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000203408.4",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233606.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257414.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205328.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179899.8",36,21,27,17,11,33,25,53,26,5,23
"ENSG00000185821.3",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258763.5",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179695.2",0,0,0,0,0,1,0,0,0,0,3
"ENSG00000184954.4",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205327.3",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234670.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179626.4",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179615.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000272937.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000175398.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258921.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000272837.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258907.2",0,0,0,1,0,0,0,0,0,0,0
"ENSG00000270458.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000170439.6",2,0,6,0,8,5,17,0,1,3,1
"ENSG00000135424.16",199,317,887,458,840,442,392,445,976,57,398
"ENSG00000258311.5",5,2,3,0,8,11,5,7,14,11,11
"ENSG00000135441.7",263,134,109,85,259,260,51,240,338,296,262
"ENSG00000135437.9",5,14,18,16,5,4,18,18,13,31,24
"ENSG00000135404.11",2004,1566,1657,2282,4815,5857,1006,3724,7697,2657,4267
"ENSG00000258056.2",59,64,44,25,98,290,136,227,285,111,186
"ENSG00000258045.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257384.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000135414.9",92,138,160,126,374,246,222,202,285,102,230
"ENSG00000205323.8",27,32,25,57,155,130,79,187,95,134,171
"ENSG00000257390.5",3,0,0,0,2,6,0,4,1,8,8
"ENSG00000257509.1",9,7,1,0,15,19,4,25,16,16,18
"ENSG00000123353.9",174,135,88,166,522,864,108,539,1034,596,381
"ENSG00000135392.16",311,258,218,256,1048,912,267,817,1155,715,727
"ENSG00000182796.14",450,626,350,205,1042,669,231,1481,882,679,679
"ENSG00000123342.15",13,29,54,14,63,18,40,17,3,55,60
"ENSG00000257966.1",0,0,0,0,0,0,3,0,4,6,4
"ENSG00000257569.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000170473.16",248,223,70,117,528,761,124,622,1098,974,526
"ENSG00000065357.19",207,406,432,106,470,698,404,1079,902,437,780
"ENSG00000273973.1",0,4,0,0,5,9,0,0,1,10,3
"ENSG00000185664.14",10,3,7,0,33,39,8,23,25,18,17
"ENSG00000123374.10",148,113,110,141,386,525,118,394,596,408,361
"ENSG00000258554.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000111540.15",1702,1474,1107,1030,4396,4528,971,3808,5903,4685,3253
"ENSG00000237493.3",2,1,1,1,1,2,0,0,2,2,0
"ENSG00000139531.12",568,479,172,429,1210,1521,478,1097,2316,1570,843
"ENSG00000123411.14",63,105,32,76,165,162,103,130,155,158,180
"ENSG00000273890.1",0,0,0,0,0,0,2,1,2,0,1
"ENSG00000257449.1",3,0,0,0,5,0,0,1,0,2,4
"ENSG00000197728.11",1605,2546,2287,2672,3887,3353,1486,4731,4882,1444,1070
"ENSG00000065361.15",2679,1400,1325,3063,6120,8983,3293,6248,11958,9745,5123
"ENSG00000257411.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000170515.13",470,620,419,488,1328,1231,533,1222,1705,1257,1236
"ENSG00000257553.1",0,0,0,0,0,0,0,0,0,0,1
"ENSG00000229117.8",1716,1663,1150,1275,8183,9440,2702,8736,13874,4824,8072
"ENSG00000135482.6",86,57,107,15,227,158,70,217,211,156,228
"ENSG00000139641.12",931,720,606,907,3135,2444,1440,2421,2922,1381,2306
"ENSG00000258345.1",0,0,0,1,0,2,1,0,0,0,0
"ENSG00000258317.1",8,1,0,0,1,0,2,0,1,0,1
"ENSG00000257809.1",0,0,0,0,0,0,7,6,2,5,7
"ENSG00000196465.10",121,92,37,105,327,342,141,335,500,349,312
"ENSG00000092841.18",2574,2536,3187,4107,9581,6727,2142,6756,9217,3983,5747
"ENSG00000258199.1",65,87,52,51,61,97,34,95,104,69,76
"ENSG00000139613.11",1234,1565,973,1133,2730,2694,1710,2598,3373,2895,2828
"ENSG00000181852.17",1118,953,505,1090,4566,3946,898,3643,5728,6099,2344
"ENSG00000139579.12",124,104,109,91,356,348,117,276,434,302,313
"ENSG00000139540.11",2,3,0,0,0,0,3,8,1,1,1
"ENSG00000139645.9",702,984,407,397,1734,1424,624,1569,1893,2155,1288
"ENSG00000135469.13",55,78,61,69,124,124,13,121,198,86,165
"ENSG00000258260.1",0,0,0,0,0,0,0,0,3,1,1
"ENSG00000062485.18",1046,1115,863,766,2337,1997,595,2105,2917,2798,2007
"ENSG00000144785.8",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257303.1",7,1,2,0,12,7,1,17,10,8,21
"ENSG00000257740.1",0,1,0,0,0,0,2,0,2,2,1
"ENSG00000257727.5",67,68,34,36,178,345,59,247,365,201,211
"ENSG00000135473.14",414,497,475,294,831,883,352,1064,1212,728,1452
"ENSG00000110944.8",1,5,9,15,2,3,5,13,3,0,18
"ENSG00000170581.13",1221,1910,1778,918,2639,2436,1692,2629,3416,1994,2660
"ENSG00000252206.1",0,0,4,0,0,0,0,1,0,5,1
"ENSG00000175336.9",4,6,0,24,8,77,1,28,142,76,9
"ENSG00000274823.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259099.2",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276272.1",0,0,0,0,0,0,0,0,3,0,6
"ENSG00000274569.1",0,6,0,0,0,0,0,0,0,3,0
"ENSG00000111602.11",158,176,104,103,317,309,128,356,399,439,332
"ENSG00000135517.7",0,0,0,0,0,0,0,0,1,0,0
"ENSG00000285528.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000176422.13",203,268,131,188,444,522,186,475,705,704,599
"ENSG00000135423.12",59,37,69,56,156,100,15,149,141,15,145
"ENSG00000257576.1",1,1,3,1,11,3,8,7,5,8,23
"ENSG00000076067.12",421,460,573,618,1145,973,604,1036,962,546,1434
"ENSG00000201579.1",0,0,10,0,5,2,2,2,0,1,5
"ENSG00000076108.11",1415,1554,1309,1026,3081,2847,2263,2928,3615,3279,3019
"ENSG00000110955.8",2058,1804,1612,2052,5496,6024,1289,5649,8188,5427,4695
"ENSG00000207031.1",0,0,0,0,5,0,0,5,3,3,2
"ENSG00000110958.15",844,527,344,577,5030,6425,1099,4868,7411,4376,4806
"ENSG00000241217.3",0,0,5,0,1,10,4,10,19,28,12
"ENSG00000196531.10",1846,1404,1137,1765,4557,5890,1439,5803,7512,7828,5694
"ENSG00000285625.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198056.13",62,25,20,14,121,161,33,94,150,65,153
"ENSG00000025423.11",79,95,192,472,903,2622,85,439,5967,3135,214
"ENSG00000258679.1",0,0,0,0,9,1,1,3,4,6,0
"ENSG00000273536.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258816.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212383.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000170426.1",0,0,0,0,3,8,0,0,17,7,3
"ENSG00000278400.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000139547.7",38,16,22,157,78,36,24,36,114,24,80
"ENSG00000278399.1",0,4,0,0,2,2,0,0,5,0,1
"ENSG00000166856.2",0,0,0,0,2,2,0,1,1,0,1
"ENSG00000166860.2",160,186,148,96,399,442,133,401,579,444,452
"ENSG00000166863.11",0,0,0,0,0,0,3,0,0,0,1
"ENSG00000166866.12",5,1,2,0,4,5,6,6,5,2,9
"ENSG00000166881.9",284,179,151,145,832,675,138,744,910,457,876
"ENSG00000166886.12",228,184,170,136,562,485,312,527,444,95,511
"ENSG00000166888.11",1925,2245,1586,1352,4309,3036,2298,4355,4033,3184,3632
"ENSG00000123384.13",1787,4315,3755,2448,7056,3388,4022,3786,3152,1457,5707
"ENSG00000259125.1",0,0,0,0,0,0,0,0,0,2,0
"ENSG00000221365.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182379.9",97,62,52,1,194,100,64,104,84,12,43
"ENSG00000182199.10",277,226,146,131,455,400,363,428,616,716,457
"ENSG00000276727.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000185633.10",6,14,15,4,14,1,17,3,4,4,4
"ENSG00000185482.7",10,20,31,16,29,37,46,23,59,41,41
"ENSG00000258830.1",0,0,0,0,2,0,0,0,0,0,0
"ENSG00000179912.20",573,513,248,282,2574,1887,550,1625,2975,1670,1392
"ENSG00000201198.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258001.1",0,0,0,0,4,2,0,3,0,2,7
"ENSG00000175189.3",16,0,0,0,30,27,0,10,15,2,14
"ENSG00000139269.2",10,4,0,0,14,26,0,11,15,1,3
"ENSG00000111087.9",4,4,2,1,32,18,12,23,12,12,20
"ENSG00000123329.17",40,41,58,58,68,41,64,65,54,12,107
"ENSG00000166986.14",753,745,588,590,1843,2315,753,1588,3039,2450,1288
"ENSG00000284152.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000175197.12",180,89,105,52,298,199,260,364,312,228,333
"ENSG00000285133.1",0,0,0,0,0,0,0,0,0,0,0
"ENSG00000208028.1",0,0,0,0,0,0,0,0,3,1,5
"ENSG00000166987.14",505,707,330,212,859,734,459,837,872,944,664
